1609597446934026240 0.000720684 0.000325272 0.001735078 0.013766827 -0.024103228 0.000291608 0.999614638
1609597447000543232 0.000736447 0.000300655 0.001760447 0.013776463 -0.024042628 0.000295802 0.999615963
1609597447067269888 0.000706864 0.000278528 0.001765406 0.013753743 -0.024130248 0.000304020 0.999614162
1609597447133885184 0.000700381 0.000325542 0.001789072 0.013742369 -0.024145916 0.000288755 0.999613945
1609597447200575232 0.000741077 0.000286686 0.001820797 0.013747202 -0.024204070 0.000299580 0.999612469
1609597447267415552 0.000696558 0.000234477 0.001788753 0.013744594 -0.024247465 0.000315256 0.999611448
1609597447333978624 0.000670424 0.000338820 0.001814110 0.013759606 -0.024198741 0.000292908 0.999612429
1609597447400621568 0.000709008 0.000324467 0.001837010 0.013763452 -0.024194496 0.000300710 0.999612477
1609597447467340544 0.000656853 0.000260460 0.001790278 0.013756205 -0.024220406 0.000316295 0.999611944
1609597447534306304 0.000651143 0.000365611 0.001851069 0.013768260 -0.024187395 0.000292677 0.999612585
1609597447601055232 0.000674913 0.000318668 0.001868383 0.013739339 -0.024167710 0.000297671 0.999613457
1609597447667654400 0.000616742 0.000253583 0.001831646 0.013693405 -0.024172729 0.000311547 0.999613962
1609597447734228736 0.000613778 0.000370879 0.001897713 0.013729335 -0.024150112 0.000290651 0.999614022
1609597447800984320 0.000661782 0.000330644 0.001938515 0.013744832 -0.024155363 0.000301189 0.999613679
1609597447867507200 0.000601523 0.000276714 0.001883817 0.013734385 -0.024162128 0.000312632 0.999613656
1609597447934269440 0.000561479 0.000387727 0.001863791 0.013758403 -0.024165524 0.000292313 0.999613249
1609597448001010688 0.000593445 0.000327539 0.001886385 0.013741146 -0.024153613 0.000302796 0.999613772
1609597448067584512 0.000546245 0.000282064 0.001894363 0.013721775 -0.024144368 0.000315008 0.999614257
1609597448134376448 0.000544681 0.000382418 0.001949688 0.013737566 -0.024112375 0.000292440 0.999614819
1609597448201000192 0.000604371 0.000327308 0.001996096 0.013732273 -0.024108726 0.000306406 0.999614976
1609597448267859456 0.000535038 0.000276397 0.001937998 0.013724559 -0.024114346 0.000318493 0.999614943
1609597448334462464 0.000524267 0.000387787 0.001895072 0.013737483 -0.024088015 0.000294259 0.999615407
1609597448401382912 0.000578809 0.000347165 0.001888410 0.013730047 -0.024074124 0.000305152 0.999615841
1609597448467948032 0.000517734 0.000304773 0.001878924 0.013717586 -0.024077885 0.000317283 0.999615918
1609597448534434048 0.000520672 0.000428109 0.001948876 0.013743310 -0.024054552 0.000288543 0.999616135
1609597448601195520 0.000561715 0.000362297 0.001961898 0.013739730 -0.024023657 0.000302392 0.999616923
1609597448667899904 0.000455756 0.000289576 0.001923445 0.013732615 -0.024014142 0.000317312 0.999617245
1609597448734600448 0.000439041 0.000434625 0.001972710 0.013762181 -0.023977577 0.000286377 0.999617725
1609597448801338368 0.000490394 0.000374086 0.001989616 0.013754470 -0.023968839 0.000299038 0.999618037
1609597448867938304 0.000390545 0.000301795 0.002061030 0.013758952 -0.023947961 0.000315334 0.999618471
1609597448934663168 0.000402343 0.000443230 0.002061599 0.013778679 -0.023917877 0.000284013 0.999618929
1609597449001475840 0.000468585 0.000398698 0.002047263 0.013770945 -0.023925104 0.000297414 0.999618858
1609597449068002048 0.000368678 0.000318028 0.002050880 0.013768234 -0.023924914 0.000315059 0.999618895
1609597449134681088 0.000391255 0.000441859 0.002004000 0.013794812 -0.023906025 0.000285029 0.999618989
1609597449201630720 0.000461384 0.000409932 0.002029769 0.013807647 -0.023896783 0.000298982 0.999619029
1609597449268320000 0.000350759 0.000327541 0.002066764 0.013817866 -0.023878747 0.000316608 0.999619313
1609597449334976768 0.000386698 0.000459904 0.002029496 0.013852289 -0.023866449 0.000284914 0.999619140
1609597449401564672 0.000412519 0.000401713 0.002030864 0.013853257 -0.023863626 0.000304309 0.999619189
1609597449468159232 0.000263208 0.000284495 0.002077491 0.013869784 -0.023845526 0.000323099 0.999619385
1609597449534866688 0.000309190 0.000440347 0.002059197 0.013903301 -0.023827560 0.000290041 0.999619358
1609597449601590784 0.000364679 0.000395264 0.002077035 0.013914356 -0.023827771 0.000306223 0.999619195
1609597449668244992 0.000268074 0.000302438 0.002203823 0.013929776 -0.023816200 0.000322475 0.999619251
1609597449734946304 0.000344013 0.000452567 0.002155640 0.013961064 -0.023805392 0.000292157 0.999619081
1609597449801763072 0.000384059 0.000378088 0.002138602 0.013952832 -0.023806698 0.000310360 0.999619159
1609597449868318464 0.000217023 0.000292588 0.002217230 0.013948585 -0.023784760 0.000320833 0.999619737
1609597449935083008 0.000265942 0.000392343 0.002193040 0.013982049 -0.023757223 0.000295148 0.999619933
1609597450001751808 0.000594071 0.000229367 0.002291327 0.014004881 -0.023758069 0.000738184 0.999619364
1609597450068478976 0.001305529 -0.000151266 0.002273301 0.013988901 -0.023689133 0.002220583 0.999619030
1609597450135181568 0.002830079 0.000922457 0.002351368 0.013964917 -0.023729657 0.004791034 0.999609389
1609597450201977088 0.004923835 0.001828209 0.002401625 0.014230257 -0.023803853 0.008426900 0.999579844
1609597450268508928 0.007431923 0.003927381 0.002540963 0.014201180 -0.023917799 0.012556187 0.999534195
1609597450335211776 0.010685372 0.006603290 0.002677659 0.013973859 -0.023918835 0.017408420 0.999464640
1609597450401916928 0.014339916 0.009611971 0.003081401 0.013698231 -0.024044894 0.023238869 0.999346865
1609597450468570368 0.018021447 0.012715634 0.003194022 0.013579036 -0.024159764 0.029976897 0.999166303
1609597450535297536 0.022342408 0.016750971 0.003906935 0.013147193 -0.024048355 0.037261792 0.998929621
1609597450602107392 0.026942577 0.020692582 0.004172000 0.012921888 -0.023634437 0.045489680 0.998601586
1609597450668645376 0.032063928 0.025750239 0.004189905 0.011593448 -0.021254075 0.053946107 0.998250306
1609597450735391744 0.036935770 0.029820952 0.004084431 0.010916637 -0.019075898 0.062605772 0.997796299
1609597450802122496 0.042766854 0.035591075 0.003626153 0.009646949 -0.013535993 0.071787302 0.997281453
1609597450868822272 0.048947587 0.041990985 0.003191670 0.008539703 -0.007472428 0.081878466 0.996577721
1609597450935625984 0.055557897 0.049227816 0.002684556 0.008412707 -0.002837942 0.092936213 0.995632479
1609597451002378752 0.062147028 0.057112696 0.001525909 0.008159664 0.003657209 0.104462670 0.994488610
1609597451068993792 0.068387955 0.064659226 0.000751073 0.006923032 0.007443716 0.115855342 0.993214077
1609597451135486720 0.074394796 0.072540037 -0.000130592 0.005960839 0.010443543 0.127082770 0.991819223
1609597451202353408 0.080081825 0.080953353 -0.001175498 0.004394870 0.013159068 0.138863399 0.990214361
1609597451268955648 0.085815430 0.089569501 -0.001821262 0.003718814 0.014671098 0.150603156 0.988478436
1609597451335556352 0.091759293 0.097218515 -0.002476122 0.003051374 0.015499179 0.162046656 0.986656650
1609597451402256128 0.097250514 0.105546925 -0.003450924 0.000242232 0.015953886 0.173571469 0.984692013
1609597451469183488 0.102644476 0.114196156 -0.004336092 -0.002623058 0.015215012 0.185156465 0.982587760
1609597451535808768 0.107945951 0.123184426 -0.004511717 -0.002266779 0.011221668 0.196880768 0.980360596
